name,betweenness,closeness,pagerank,hub,authority,in_degree,title,year,generation,entry_type,cluster_kmeans.x,component_weak,component_strong,community_leiden,cluster_kmeans.y
The Infra-Cranial Skeletons,0,NA,2.2762090500174994e-5,3.1379522082259845e-4,0,0,NA,NA,NA,NA,6,1,3348,13,6
loe2014e,0,NA,2.2762090500174994e-5,2.0339630115486778e-4,0,0,,2014,F2,article,6,1,3347,13,6
loe2014f,0,NA,2.2762090500174994e-5,0.0015323611305744357,0,0,,2014,F2,article,6,1,3346,42,6
Score 014,0,NA,2.2762090500174994e-5,1.1322542774981365e-4,0,0,NA,NA,NA,NA,6,1,3345,13,6
Att traditionen att deponera guld i stillastående vatten fortsatt var aktuell under vikingatid visar den vikingatida guldarmring som påträffades på 1950talet vid eldsundet mellan vansö och härad (shm,0,NA,2.2762090500174994e-5,1.2362432467674815e-5,0,0,NA,NA,NA,NA,6,1,3344,39,6
Kvinnfolksgöra -om arbetsdelning i bondesamhället,0,NA,2.2762090500174994e-5,1.033306760008333e-4,0,0,NA,NA,NA,NA,6,1,3343,19,6
lofterud1970,0,0.1671801191209694,3.643621431665535e-5,7.290778654826252e-17,2.494803163304126e-7,1,,1970,F2,misc,4,1,20985,58,4
lofterud1981,0,NA,2.2762090500174994e-5,0.0015961302623594032,0,0,,1981,F2,article,6,1,3342,59,6
Jernonna i vest-telemark: jern som utmarksressurs og bytemiddel for ein lokal gardsbusetnad i vikingtid og mellomalder,0,NA,2.2762090500174994e-5,1.038937412285129e-5,0,0,NA,NA,NA,NA,6,1,3341,46,6
Kolgroper -gull eller gråstein?,0,NA,2.2762090500174994e-5,5.263909969271827e-5,0,0,NA,NA,NA,NA,6,1,3340,3,6
The prime movers of iron production in the Norwegian Viking and Middle Ages,1.3389053400241518e-4,0.24822190611664297,5.883571411527958e-4,0.002196041637534145,5.5855411477281576e-5,33,NA,NA,NA,NA,2,1,18185,3,2
Strontium in rivers of the Baltic Basin,4.325500267334073e-7,0.18835616438356165,3.0074051584304486e-5,2.3998609184037095e-4,1.200779423761348e-6,1,NA,NA,NA,NA,4,1,19103,34,4
Strontium in rivers of the Baltic Basin. Aquatic sciencesresearch across boundaries,0,NA,2.2762090500174994e-5,3.345550783693246e-5,0,0,NA,NA,NA,NA,6,1,3339,34,6
Cha(lle)nging Our Questions: Toward an Archaeology of Food Security,0,0.5151515151515151,2.605046023356466e-5,7.290778654826252e-17,3.303729950052533e-7,1,NA,NA,NA,NA,5,1,12234,20,5
Swords of types,0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,NA,NA,NA,NA,5,1,12600,62,5
Baugeschichte -Ausgrabungen -Kunstschätze [exhibition catalogue],0,0.1671801191209694,3.643621431665535e-5,7.290778654826252e-17,2.494803163304126e-7,1,NA,NA,NA,NA,4,1,20984,58,4
"The correlation between the shape of grave monuments and sex in the Iron Age, based on material from Østfold and Vestfold",0,NA,2.2762090500174994e-5,1.5916092321924437e-4,0,0,NA,NA,NA,NA,6,1,3338,29,6
Maskinell fl ateavdekking og utgravning av forhistoriske jordbruksboplasser: en metodisk innføring,0,0.3860759493670886,3.54732714219429e-5,7.290778654826252e-17,6.938612742028093e-8,1,NA,NA,NA,NA,4,1,13621,33,4
Jaeren eller Karmøy-hvor var makta i Rogaland i eldre jernalder? Var Avaldsnes et maktsenter omkring 200 e. Kr.? Frá Haug ok heiðni,0,0.25872093023255816,3.3356575385839645e-5,7.290778654826252e-17,8.669035002496696e-8,1,NA,NA,NA,NA,4,1,16617,30,4
Oppkomsten av den germanske hallen -hall og sal i eldre jernalder i rogaland,0,0.3860759493670886,3.54732714219429e-5,7.290778654826252e-17,6.938612742028093e-8,1,NA,NA,NA,NA,4,1,13620,33,4
Jaeren eller Karmøy -hvor var makta i Rogaland i eldre jernalder? Var Avaldsnes et maktsenter omkring 200 e. Kr.? Frá Haug ok heiðni,0,0.2459016393442623,2.420113406801903e-5,7.290778654826252e-17,2.8472097087857815e-6,1,NA,NA,NA,NA,4,1,16565,30,4
