"round","from","to"
12544,"lund2008","helgesson1992"
12545,"jessen2016","mikkelsen1991"
12546,"kemmers2011","nick2005"
12547,"kristjansdottir2015","karlsson2001"
12548,"kalmring2018","beskowsjoberg1996"
12549,"lund2020","knutzen2005"
12550,"kalmring2012","blomqvist2009"
12551,"kovalenko2013","kovalenko2005"
12552,"leonard2011","maher2009"
12553,"kelly2015","afm1908"
12554,"ljungkvist2015","goldina2003"
12555,"tonning2020","ljungkvist2013"
12556,"knudson2012","sexton1998"
12557,"krzewinska2015","helgason2007"
12558,"lindholm2016","lagerstedt2004"
12559,"naumann2014","eriksson2013"
12560,"leslie2015","hellenthal2008"
12561,"lund2013","cinthio2002"
12562,"lucas2007","detienne1989"
12563,"zori2013","nordahl1988"
12564,"oehrl2017","schreiner2004"
12565,"lund2019","petursdottir2007"
12566,"lund2006","mitchell1977"
12567,"mainland2018","mulville1999"
12568,"lund2010","drachmann1967"
12569,"magnell2010","nordberg2006"
12570,"lund2016","skre1996"
12571,"pedersen2015","petersen1995"
12572,"sutherland2015","jones1986"
12573,"macphail2013","kooistra1978"
12574,"majchczack2018","berger1970"
12575,"mulk2007","rank1955"
12576,"milek2012","gojda1991"
12577,"wouters2016","canti2003"
12578,"milek2013","roberts2003"
12579,"myrberg2008","brink2005"
12580,"montgomery2014","keefe2007"
12581,"magi2011","opik1970"
12582,"nielsen2011","nilsen1998"
12583,"raffield2014","hayward2011"
12584,"pedersen2017","armbruster2004"
12585,"odeback2018","holmquist1993"
12586,"neiss2016","klindtjensen1965"
12587,"osullivan2015","bennett1987"
12588,"peschel2017","grupe2011"
12589,"pilo2020","norvegicum2019"
12590,"perry2016","mainman1990"
12591,"price2014","bennike1993"
12592,"poulsen2011","verhulst1995"
12593,"roslund2015","gustin2011"
12594,"warmlander2015","birkeland1954"
12595,"price2020","azmy1999"
12596,"schmid2017","lowe2015"
12597,"raninen2014","roeckhansen1995"
12598,"toplak2018","muller1987"
12599,"raffield2016","score2010"
12600,"richards2018","craig2010"
12601,"price2018","comacchio1983"
12602,"raffield2018","kolker2014"
12603,"rundkvist2010","rasmussen1989"
12604,"price2012","cohen1997"
12605,"rogers2020","owencrocker1986"
12606,"price2019","kirpichnikov2013"
12607,"raffield2019","weinreich2009"
12608,"roslund2017","pimenov1965"
12609,"svendsen2016","paldam2000"
12610,"reiter2019","podolny2005"
12611,"solli2018","giese2013"
12612,"schneidhofer2017","ramberg2008"
12613,"wickholm2006","huntington1979"
12614,"sindbaek2007","brather1996"
12615,"rosvold2019","hufthammer2011"
12616,"sindbaek2011","blackburn2009"
12617,"zachrisson2017","peterson2007"
12618,"sanmark2013","larsson1995"
12619,"skre2017","meikle1994"
12620,"vonholstein2014","ashby2012"
12621,"skre2019","seiler2018"
12622,"solli2011","spiegel2009"
12623,"stott2019","zhu2006"
12624,"stene2017","hoeg1996"
12625,"svensson2018","hellstrom1917"
12626,"svendsen2019","miller2014a"
12627,"star2017","jorde2007"
12628,"toplak2015","g2000"
12629,"tainter2006","milner1990"
12630,"sutherland2009","m1962"
12631,"vesteinsson2016","gestsdottir1998"
12632,"trinks2014","icomos1993"
12633,"zoega2017","sigurosson2003"
12634,"williams2016","thedeen2010"
12635,"zachrisson2014a","lundhansen2011"
12636,"ahfeldt2015","marold1998"
12637,"oye2016","porsmose1981"
12638,"frei2015","ljungqvist2005"
12639,"moen2020","borsheim2001"
12640,"baastrup2014","jorgensen1980a"
12641,"sindbaek2016","dodd2003"
12642,"barrett2010","minorsky1958"
12643,"barrett2008","minorsky1958"
12644,"fahlander2016","artelius2007"
12645,"fahlander2018","artelius2007"
12646,"barrett2010","montgomery2006"
12647,"barrett2008","montgomery2006"
12648,"bill2019","bill2017"
12649,"glorstad2015","arwillnordbladh2007"
12650,"edberg2019","jesch2015"
12651,"gustafsson2016","gustafsson2013"
12652,"aannestad2018","hahn2013"
12653,"bergstol2004","bakka1976"
12654,"amundsen2017","skjolsvold1981"
12655,"androshchuk2010","handelderwikingerzeitzwischennordundwesteuropaaufgrundarchaologischerzeugnisse1987"
12656,"anchukaitis2017","wagner2005"
12657,"andren2013","krautheimer1942"
12658,"arneborg2012","commisso2007"
12659,"andren2000","svenbro1975"
12660,"ashby2015","skov1997"
12661,"artelius2005","artelius2002"
12662,"backdanielsson2016","klos2009"
12663,"holst2010","mikkelsen1999"
12664,"christensen2013","roesdahl1980"
12665,"baug2017","oye2002"
12666,"barndon2018","jezek2015"
12667,"artelius2013","boyend"
12668,"linderholm2008","ambrose1993"
12669,"becker2012","pieper1995"
12670,"beck2017","muller1906"
12671,"baug2019","nasman1986"
12672,"bonde2016","marsden1996"
12673,"burstrom2014","ostergren1990"
12674,"boyd2013","dommasnes1982"
12675,"beck2018","rasmussen1994"
12676,"catlin2016","palsson2013"
12677,"bill2016","lund1974"
12678,"sindbaek2017","horsnaes2010"
12679,"dobat2013","nielsen1993"
12680,"borake2018","christensen2014"
12681,"chenery2014","evans2006"
12682,"buckberry2014","hadley2002"
12683,"devos2013","kiden2006"
12684,"dugmore2012","mainland2005"
12685,"carver2015","marsawa2011"
12686,"burstrom2015","barrett1991"
12687,"rosengren2010","sawyer1992"
12688,"fredriksen2014","bourdieu1977"
12689,"eriksen2013","solheim1965"
12690,"christiansen2019","maixner2015"
12691,"fabech2013","price2008i"
12692,"croix2015","moesgaard2011"
12693,"croix2019","orfanou2018"
12694,"fontaine2017","ludvikovsky1978"
12695,"dobat2006","mercer1929"
12696,"feveile2017","madsen1999"
12697,"price2014a","downham2010"
12698,"glorstad2014","ofloinn1998"
12699,"dugmore2007","perdikaris1999"
12700,"ellingsen2019","ellingsen2012"
12701,"price2006","ringquist1969"
12702,"mcleod2011","grahamcampbell1983"
12703,"fallgren2008","gurevich1992"
12704,"fischer2011","hoilund2000"
12705,"gullbekk2011","helle2001"
12706,"gardela2015","janocha1974"
12707,"glorstad2017","larsen2000"
12708,"gotfredsen2014","morris2008"
12709,"goodchild2017","reimer2013"
12710,"mannering2013","watt2004a"
12711,"grupe2013","bjorck1995"
12712,"gardela2018","samdal1905"
12713,"gustin2017","laulumaa2002"
12714,"hadley2018","cameron1998"
12715,"kershaw2017","blackburn2011"
12716,"hadley2016","oswald1937"
12717,"hartman2017","thorarinsson1958"
12718,"harris2017","askvik2009"
12719,"oye2014","solberg1985"
12720,"halewood2001","macdonald1997"
12721,"hedeager2010","kristofersen2000"
12722,"imer2014","jacobsen1932"
12723,"helama2017","neukom2014"
12724,"hilberg2018","lebecq1986"
12725,"jessen2014","christensen2006"
12726,"henriksen2014","harrington2000"
12727,"jagodzinski2014","tischler1902"
12728,"hennius2018","hvid2016"
12729,"henriksen2017","hjelmqvist1993"
12730,"hillerdal2010","pilo2008"
12731,"hilberg2014","englert2007b"
12732,"holst2014","lund1996"
12733,"keller2016","olasson1998"
12734,"ijssennagger2015","ager2011"
12735,"holst2013","mcguire2008"
12736,"ijssennagger2013","ijssennagger2009"
12737,"krzewinska2018","behar2012"
12738,"jarman2018","ascough2012"
12739,"ibsen2010","reichchr1995"
12740,"jackson2018","riede2009"
12741,"loftsgarden2019","indrelid2009"
12742,"tveiten2017","tveiten2012"
12743,"jahnsen2016","paxton1999"
12744,"kalmring2017","viberg2011"
12745,"roslund2005","callmer1989"
12746,"kershaw2009","kirk1927"
12747,"lund2008","hvid2005"
12748,"jessen2016","nasman2001"
12749,"kemmers2011","oden2009"
12750,"kristjansdottir2015","karras2012"
12751,"kalmring2018","brucemitford1967"
12752,"lund2020","knutzen2007"
12753,"kalmring2012","bolin2008"
12754,"kovalenko2013","kovalenko2009"
12755,"leonard2011","marwick1952"
12756,"kelly2015","fellowsjensen1991"
12757,"ljungkvist2015","gothberg2014"
12758,"knudson2012","shaw2009"
12759,"krzewinska2015","andrews1999"
12760,"lindholm2016","liedgren1992"
12761,"naumann2014","hagelberg1991"
12762,"leslie2015","odushlaine2010"
12763,"lund2013","eide1973"
12764,"lucas2007","dillmann1997"
12765,"williams2015","miller1990"
12766,"tonning2020","roesdahl1989"
12767,"oehrl2017","vonsee1981"
12768,"lund2019","tonning2003"
12769,"lund2006","grieg1920"
12770,"zori2013","aldritt2003"
12771,"mainland2018","nicholson2010"
12772,"lund2010","hodges1905"
12773,"magnell2010","nordenram2001"
12774,"sindbaek2014","wamers1997"
12775,"lund2016","artelius2000"
12776,"pedersen2015","pollard2008"
12777,"macphail2013","linderholm2007"
12778,"majchczack2018","hatz2001"
12779,"mulk2007","rydving1993"
12780,"milek2012","jezek2002"
12781,"wouters2016","matthews1997"
12782,"milek2013","rolfsen1980"
12783,"myrberg2008","caldwell2003"
12784,"montgomery2014","montgomery2002"
12785,"magi2011","radin1998"
12786,"nielsen2011","nilsen1995"
12787,"raffield2014","heide2011"
12788,"sutherland2015","bayley1992"
12789,"pedersen2017","hedegaard2005"
12790,"odeback2018","holmquist2001"
12791,"neiss2016","neiss2005"
12792,"osullivan2015","carlsson2002"
12793,"peschel2017","hofstra1995"
12794,"pilo2020","finstad2018"
12795,"perry2016","maniatis1981"
12796,"price2014","calmer1977"
12797,"poulsen2011","walette2004"
12798,"roslund2015","haussig1987"
12799,"price2020","buko2013"
12800,"schmid2017","lowe2001"
12801,"raninen2014","salo2000"
12802,"raffield2016","lundraffield1989"
12803,"richards2018","cramp1976"
12804,"price2018","whitehouse1983"
12805,"raffield2018","liwoch2007"
12806,"rundkvist2010","reisborg1994"
12807,"price2012","fuchtbauer1971"
12808,"rogers2020","paterson1997"
12809,"price2019","knudson2007"
12810,"raffield2019","weisner2015"
12811,"roslund2017","purhonen1992"
12812,"svendsen2016","putnam1993"
12813,"reiter2019","reiter2014"
12814,"solli2018","gulatingslovi1969"
12815,"schneidhofer2017","rapp2006"
12816,"wickholm2006","huurre1990"
12817,"sindbaek2007","c2006d"
12818,"rosvold2019","komber1987"
12819,"sindbaek2011","bourdieu1990b"
12820,"zachrisson2017","peterson2012"
12821,"sanmark2013","goff1988"
12822,"skre2017","munch1956"
12823,"toplak2018","zimmermann2003"
12824,"vonholstein2014","blehr1973"
12825,"skre2019","steuer2006"
12826,"solli2011","steinberg2002"
12827,"stott2019","benediktsson1997"
12828,"stene2017","hougen1930"
12829,"svensson2018","indrelid1994"
12830,"svendsen2019","mostert2014"
12831,"star2017","neuenfeldt2013"
12832,"toplak2015","staecker1997"
12833,"tainter2006","mulloy1970"
12834,"sutherland2009","cleland1973"
12835,"vesteinsson2016","innes2000"
12836,"trinks2014","kristiansson1996"
12837,"zoega2017","sigurosson2014"
12838,"warmlander2015","ambrosiani2003"
12839,"williams2016","wessman2007"
12840,"zachrisson2014a","lothman2004"
12841,"ahfeldt2015","neal1976"
12842,"oye2016","porsmose1987"
12843,"frei2015","mcgovern2001"
12844,"moen2020","clover1986"
12845,"baastrup2014","wilson1960a"
12846,"sindbaek2016","cunliffe1977"
12847,"fahlander2016","hallansstenholm2012"
12848,"fahlander2018","hallansstenholm2012"
12849,"barrett2010","morris1998"
12850,"barrett2008","morris1998"
12851,"fahlander2016","pedersen2004"
12852,"fahlander2018","pedersen2004"
12853,"barrett2010","mullerwille1994"
12854,"barrett2008","mullerwille1994"
12855,"lund2021","ljungkvist2018"
12856,"lund2021","sheehan2013"
12857,"aannestad2018","heyerdahllarsen1981"
12858,"bergstol2004","bergstol1997"
12859,"amundsen2017","skjolsvold1984"
12860,"androshchuk2010","klaesoe2005"
12861,"anchukaitis2017","wang2015"
12862,"andren2013","mcnicol1997"
12863,"becket2013","benderjorgensen1987"
12864,"arneborg2012","enghoff2003"
12865,"andren2000","thrainsson1994"
12866,"ashby2015","skov1999"
12867,"artelius2005","berger1979"
12868,"backdanielsson2016","koster2014"
12869,"barndon2018","kristoffersen2006"
12870,"artelius2013","burke1989"
12871,"becker2012","reichstein1991"
12872,"holst2010","hvass1985"
12873,"beck2017","munn1992"
12874,"baug2017","kars1983"
12875,"baug2019","nilsen2016"
12876,"bonde2016","mullerwille1974"
12877,"burstrom2014","polkey1999"
12878,"glorstad2015","weiner1992"
12879,"boyd2013","easthope2004"
12880,"naum2007","nielsen1998"
12881,"beck2018","rouse1960"
12882,"linderholm2008","graslund1980"
12883,"catlin2016","redman2005"
12884,"christensen2013","arrhenius2009"
12885,"bill2016","macleod2006"
12886,"dobat2013","olsen2009"
12887,"borake2018","crumley1976"
12888,"buckberry2014","hadley2005"
12889,"chenery2014","hedges2007"
12890,"devos2013","langohr2001"
12891,"dugmore2012","brewington2010"
12892,"carver2015","mccormick1997"
12893,"burstrom2015","belk1988"
12894,"eriksen2013","stutz2008"
12895,"edberg2019","ambrosiani1988"
12896,"sindbaek2017","jouttijarvi2002"
12897,"christiansen2019","mclean2007"
12898,"fabech2013","sorensen2008"
12899,"croix2015","mohen1992"
12900,"croix2019","ottaway1970"
12901,"fontaine2017","campbell1998"
12902,"dobat2006","minkenberg2003"
12903,"feveile2017","sabo2013"
12904,"price2014a","herschend2006"
12905,"dugmore2007","petersen2000"
12906,"fredriksen2014","bakka1993"
12907,"ellingsen2019","eidshaug2016"
12908,"glorstad2014","gupta1992"
12909,"fallgren2008","herschend1988"
12910,"fischer2011","horsnaes2008"
12911,"gullbekk2011","holt1998"
12912,"gardela2015","janowski2009"
12913,"price2011","nielsen1991"
12914,"glorstad2017","barrett1997"
12915,"gotfredsen2014","nilsson2009"
12916,"grupe2013","craig2006"
12917,"rosengren2010","fuglesang1989"
12918,"gardela2018","schnittger1920"
12919,"gustin2017","lehtosalohilander1983"
12920,"gustafsson2016","pettersson2005"
12921,"goodchild2017","aspinall2011"
12922,"hadley2018","cameron2010"
12923,"kershaw2017","blackburn2001"
12924,"hadley2016","pelteret1980"
12925,"mcleod2011","thomas2000"
12926,"hartman2017","thordarson1993"
12927,"harris2017","bankier2006"
12928,"halewood2001","mccaulay1999"
12929,"hedeager2010","lindstrom2001"
12930,"imer2014","jacobsen1935"
12931,"mannering2013","kjaerum1990"
12932,"helama2017","oliva2012"
12933,"hilberg2018","radtke1981"
12934,"henriksen2014","houmarknielsen1991"
12935,"jagodzinski2014","bezzenberger1904"
12936,"hennius2018","karlsson2002"
12937,"henriksen2017","janushevich1979"
12938,"hillerdal2010","androshchuk2004a"
12939,"jessen2014","andersen2008"
12940,"hilberg2014","scheel1930"
12941,"holst2014","lundhansen1995"
12942,"keller2016","perdikaris1998"
12943,"ijssennagger2015","besteman2009"
12944,"holst2013","petersen1909"
12945,"ijssennagger2013","jons2013"
12946,"krzewinska2018","achilli2004"
12947,"jarman2018","biddle1985"
12948,"ibsen2010","gotlands1995"
12949,"jackson2018","riede2011"
12950,"loftsgarden2019","jonsbok1904"
12951,"jahnsen2016","resi2000"
12952,"kalmring2017","wadstein1936"
12953,"kershaw2009","leahy2003"
12954,"lund2008","iversen1986"
12955,"jessen2016","oelmann1933"
12956,"kemmers2011","papadopoulos1999"
12957,"kristjansdottir2015","kristjansdottir2012"
12958,"kalmring2018","delaet1956"
12959,"price2006","jacobsen1941"
12960,"lund2020","kohring2014"
12961,"kalmring2012","voncarnapbornheim2011"
12962,"kovalenko2013","kulakov1990"
12963,"leonard2011","marwick1970"
12964,"kelly2015","mahr1929"
12965,"ljungkvist2015","hansson2001"
12966,"knudson2012","shaw2010"
12967,"krzewinska2015","venables2002"
12968,"lindholm2016","magnell2013"
12969,"naumann2014","hemmendorff1984"
12970,"leslie2015","winney2012"
12971,"lund2013","fett1961"
12972,"lucas2007","gestsdottir2005"
12973,"williams2015","thomas2005"
12974,"oehrl2017","vonsee2009"
12975,"lund2019","blindheim1963"
12976,"lund2006","holmolsen1975"
12977,"zori2013","dietler2001"
12978,"mainland2018","noble2013"
12979,"lund2010","idsoe2004"
12980,"magnell2010","nasstrom1988"
12981,"lund2016","artelius1994"
12982,"pedersen2015","rohl1996"
12983,"macphail2013","linderholm2013"
12984,"majchczack2018","bantelmann1967"
12985,"mulk2007","sammallahti1982"
12986,"milek2012","ruttkay2002"
12987,"milek2013","sampietro2005"
12988,"myrberg2008","lerbom1915"
12989,"montgomery2014","parkerpearson2005"
12990,"magi2011","selart2002"
12991,"nielsen2011","odner1985"
12992,"raffield2014","heide2014"
12993,"pedersen2017","jouttijarvi2006"
12994,"odeback2018","holmquist1998"
12995,"neiss2016","neiss2006"
12996,"osullivan2015","fabech2004"
12997,"wouters2016","clarke1995"
12998,"peschel2017","hunter1975"
12999,"tonning2020","roesdahl1987"
13000,"pilo2020","gilck2019"
13001,"sindbaek2014","shetelig1920b"
13002,"perry2016","maniatis1984"
13003,"price2014","deniro1988"
13004,"poulsen2011","paludan1991"
13005,"roslund2015","noonan1985"
13006,"price2020","chernykh1985"
13007,"schmid2017","newton2008"
13008,"raninen2014","schalin2008"
13009,"raffield2016","griffiths1997"
13010,"richards2018","kemp1996"
13011,"roslund2005","beltznd"
13012,"price2018","hooper2006"
13013,"raffield2018","ljungqvist2015"
13014,"rundkvist2010","salinnd"
13015,"price2012","dejong2010"
13016,"rogers2020","paterson2000"
13017,"price2019","lalazarov2012"
13018,"raffield2019","weisner1977"
13019,"roslund2017","purhonen1997"
13020,"svendsen2016","putnam2000"
13021,"reiter2019","reiter2015"
13022,"solli2018","hodder2011"
13023,"schneidhofer2017","saey2013"
13024,"wickholm2006","karvonen1998"
13025,"sindbaek2007","filipowiak1993"
13026,"rosvold2019","librado2009"
13027,"sindbaek2011","dalton1977"
13028,"sutherland2015","bayley2007"
13029,"tveiten2017","lagaboters1915"
13030,"zachrisson2017","stahle1969"
13031,"sanmark2013","liebermann1913"
13032,"skre2017","munksgaard1956"
13033,"vonholstein2014","clarke1988"
13034,"skre2019","sundqvist2018"
13035,"solli2011","stotz2008"
13036,"toplak2018","almgren1904"
13037,"stott2019","sevara2018"
13038,"stene2017","jacobsen2005"
13039,"svensson2018","kvamme1988"
13040,"svendsen2019","olson1965"
13041,"star2017","nielssen2009"
13042,"toplak2015","staecker1998"
13043,"tainter2006","phillips1979"
13044,"sutherland2009","corbeil2000"
13045,"vesteinsson2016","jochens1999"
13046,"trinks2014","lindqvist1928"
13047,"zoega2017","stefansson1975"
13048,"warmlander2015","arrhenius1978"
13049,"oye2014","aschehougnd"
13050,"zachrisson2014a","mellquistdanielson2011"
13051,"ahfeldt2015","nerman1941"
13052,"oye2016","ramskou1981"
13053,"frei2015","miksic2013"
13054,"moen2020","coleman2014"
13055,"baastrup2014","brondsted1924a"
13056,"sindbaek2016","audouy2009"
13057,"fahlander2016","graslund2001"
13058,"fahlander2018","graslund2001"
13059,"barrett2010","nelson1991"
13060,"barrett2008","nelson1991"
13061,"fahlander2016","thate2007"
13062,"fahlander2018","thate2007"
13063,"barrett2010","myhre1993"
13064,"barrett2008","myhre1993"
13065,"rasmussen2014","abrams2012"
13066,"bill2012","lia2002"
13067,"kastholm2016","pedersen2014"
13068,"aannestad2018","hagg1974"
13069,"bergstol2004","fjellheim1999"
13070,"amundsen2017","smith2006"
13071,"androshchuk2010","smidt1991"
13072,"anchukaitis2017","waple2002"
13073,"andren2013","meckseper1982"
